state,city,origin,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,avg5years,pct_change_2018_vs_5yr_average
Ohio,Cleveland Heights,Bhutan,0,0,38,64,79,75,54,33,23,29,52.8,-45.08
Colorado,Denver,Eritrea,65,96,94,28,68,66,26,53,50,34,52.6,-35.36
North Carolina,Greensboro,Burma,47,45,110,83,71,90,73,24,4,3,52.4,-94.27
Tennessee,Memphis,Somalia,112,98,61,59,97,85,36,31,13,0,52.4,-100
Vermont,Winooski,Bhutan,7,32,86,83,96,33,52,50,26,0,51.4,-100
Florida,Palm Springs,Cuba,5,8,13,22,82,85,64,18,7,0,51.2,-100
Ohio,Akron,Dem. Rep. Congo,0,0,0,0,0,0,5,146,104,55,51,7.84
Arizona,Phoenix,Afghanistan,26,32,15,9,37,23,23,112,59,44,50.8,-13.39
Florida,Tampa,Dem. Rep. Congo,0,0,10,5,19,9,19,102,104,47,50.6,-7.11
South Carolina,Columbia,Burma,33,68,98,76,67,46,87,36,17,4,50.6,-92.09
Connecticut,New Haven,Iraq,98,82,64,53,90,80,38,24,18,0,50,-100
North Carolina,Raleigh,Burma,117,102,126,83,82,57,63,35,12,5,49.8,-89.96
Rhode Island,Providence,Dem. Rep. Congo,2,5,3,0,22,27,37,118,45,55,49.8,10.44
Washington,Kent,Burma,12,102,108,71,71,46,100,27,5,7,49.8,-85.94
Michigan,Lansing,Bhutan,202,228,190,156,36,52,41,62,57,29,49.6,-41.53
Arizona,Tucson,Sudan,18,0,18,72,87,36,78,32,14,0,49.4,-100
Massachusetts,Worcester,Somalia,14,30,2,36,45,50,46,80,26,0,49.4,-100
New York,Albany,Iraq,94,130,34,30,77,56,55,42,17,0,49.4,-100
Utah,Salt Lake City,Sudan,2,24,8,55,77,53,53,52,11,0,49.2,-100
Maryland,Baltimore,Sudan,8,0,0,12,40,68,81,41,15,10,49,-79.59
Oregon,Beaverton,Iraq,11,13,3,19,52,55,55,51,30,0,48.6,-100
Illinois,Chicago,Somalia,19,18,25,79,104,16,61,34,27,5,48.4,-89.67
Washington,Kent,Iran,0,19,74,45,42,50,53,64,33,0,48.4,-100
North Carolina,High Point,Dem. Rep. Congo,0,2,0,3,6,27,79,72,56,38,48,-20.83
Minnesota,Minneapolis,Bhutan,48,49,66,114,70,57,10,66,35,11,47.6,-76.89
California,Burbank,Iran,460,200,71,45,68,53,50,46,20,3,47.4,-93.67
Florida,Jacksonville,Syria,0,0,0,0,0,5,14,137,81,0,47.4,-100
Massachusetts,Boston,Iraq,110,87,21,20,93,75,42,19,8,0,47.4,-100
Kansas,Wichita,Somalia,0,0,0,7,25,49,18,73,71,0,47.2,-100
Maryland,Baltimore,Iraq,60,67,18,32,44,92,46,43,11,0,47.2,-100
New York,Rochester,Dem. Rep. Congo,21,36,15,9,3,27,51,121,34,52,47.2,10.17
Massachusetts,Boston,Somalia,25,21,12,9,17,31,68,71,48,0,47,-100
Washington,Seattle,Dem. Rep. Congo,7,58,12,11,11,37,86,65,36,1,47,-97.87
Michigan,Shelby Township,Iraq,58,32,40,37,68,68,55,19,24,0,46.8,-100
Florida,Clearwater,Cuba,1,4,15,44,70,83,61,12,7,0,46.6,-100
Maine,Portland,Dem. Rep. Congo,13,19,17,8,0,17,20,134,62,40,46.6,-14.16
New Mexico,Albuquerque,Iraq,72,63,41,34,104,47,49,19,14,0,46.6,-100
Pennsylvania,Pittsburgh,Syria,0,0,0,0,0,0,10,160,61,0,46.2,-100
California,Citrus Heights,Ukraine,17,13,2,20,0,16,64,72,78,34,46,-26.09
Missouri,Kansas City,Iraq,99,67,42,56,46,45,56,50,33,1,46,-97.83
Texas,San Antonio,Bhutan,228,98,138,112,104,39,47,21,17,2,45.6,-95.61
Washington,Seattle,Bhutan,308,258,95,97,36,42,73,60,17,19,45.6,-58.33
California,Modesto,Iraq,113,148,95,77,136,72,8,9,1,0,45.2,-100
Texas,Austin,Syria,0,0,0,0,0,0,21,161,44,0,45.2,-100
Texas,Houston,Afghanistan,1,15,12,10,30,51,26,85,34,15,45.2,-66.81
Arizona,Tucson,Eritrea,50,46,60,57,41,54,48,50,32,20,45,-55.56
Missouri,St. Louis,Burma,131,100,59,74,73,67,47,29,9,0,45,-100
Michigan,Ann Arbor,Iraq,23,39,9,34,63,56,52,35,18,0,44.8,-100
Tennessee,Nashville,Syria,0,0,4,2,0,0,22,123,77,0,44.4,-100
Georgia,Stone Mountain,Dem. Rep. Congo,4,68,18,21,26,10,54,92,38,22,44,-50
Colorado,Greeley,Somalia,22,9,21,29,30,46,51,70,22,0,43.8,-100
Nebraska,Omaha,Sudan,42,39,5,7,52,3,14,84,66,0,43.8,-100
Ohio,Cleveland,Syria,0,0,0,0,0,0,15,129,75,2,43.8,-95.43
Ohio,Columbus,Syria,0,0,0,0,0,0,1,143,75,0,43.8,-100
Virginia,Falls Church,Iran,2,29,24,52,42,50,57,42,27,0,43.6,-100
Georgia,Atlanta,Eritrea,18,46,41,35,45,49,43,44,36,29,43.4,-33.18
Idaho,Boise,Syria,0,0,0,1,0,0,35,123,59,0,43.4,-100
Illinois,Chicago,Bhutan,227,282,242,182,55,87,38,14,23,1,43.4,-97.7
Minnesota,Rochester,Somalia,9,25,13,30,35,63,25,51,43,1,43.4,-97.7
Massachusetts,South Boston,Somalia,0,51,23,25,44,51,93,19,9,0,43.2,-100
Arizona,Tucson,Burundi,36,16,2,2,7,0,110,68,30,12,43,-72.09
Ohio,Cleveland Heights,Iraq,0,0,11,31,74,68,41,26,6,0,43,-100
Pennsylvania,Erie,Iraq,75,79,17,32,88,71,34,12,10,0,43,-100
Virginia,Newport News,Dem. Rep. Congo,0,0,0,0,0,3,78,90,43,32,42.8,-25.23
Arizona,Phoenix,Eritrea,106,113,69,32,54,38,16,66,38,43,42.4,1.42
Minnesota,Minneapolis,Ethiopia,14,30,62,71,38,22,14,70,67,35,42.2,-17.06
North Carolina,Durham,Burma,62,77,134,70,90,45,31,28,17,37,42.2,-12.32
Texas,Fort Worth,Syria,0,3,0,0,0,6,40,77,88,0,42.2,-100
Florida,Tallahassee,Dem. Rep. Congo,0,0,0,0,0,0,0,129,81,123,42,192.86
Minnesota,Minneapolis,Iraq,10,20,13,21,43,55,32,45,35,0,42,-100
New York,New York,Ukraine,0,3,13,11,8,14,25,77,86,43,42,2.38
Georgia,Atlanta,Iran,18,25,30,19,32,20,31,71,55,0,41.8,-100
Florida,Jacksonville,Eritrea,14,28,60,24,31,20,37,74,45,33,41.4,-20.29
Illinois,Aurora,Bhutan,43,53,89,111,53,79,11,49,15,10,41.4,-75.85
North Carolina,High Point,Bhutan,67,76,79,93,85,44,36,13,29,0,41.4,-100
Virginia,Henrico,Bhutan,0,0,19,68,51,69,41,37,8,1,41.2,-97.57
Colorado,Colorado Springs,Iraq,16,18,11,14,41,60,64,23,17,3,41,-92.68
North Carolina,Wilmington,Burma,0,37,52,58,60,60,74,11,0,0,41,-100
Wisconsin,Milwaukee,Dem. Rep. Congo,0,26,17,23,3,8,8,141,44,28,40.8,-31.37
Idaho,Twin Falls,Burma,98,84,107,111,99,56,34,9,5,0,40.6,-100
Ohio,Cincinnati,Dem. Rep. Congo,0,1,14,7,35,0,25,70,73,24,40.6,-40.89
Illinois,Chicago,Afghanistan,2,0,8,16,8,32,40,62,60,25,40.4,-38.12
North Carolina,Charlotte,Dem. Rep. Congo,0,21,0,3,11,16,28,105,42,17,40.4,-57.92
California,North Highlands,Ukraine,23,16,1,5,2,18,18,52,111,53,40.2,31.84
South Dakota,Sioux Falls,Eritrea,39,99,53,24,30,49,30,36,56,38,40.2,-5.47
Arizona,Phoenix,Iran,40,75,36,64,75,30,33,36,26,0,40,-100
California,Antelope,Ukraine,14,10,4,5,12,32,39,36,81,35,40,-12.5
Georgia,Stone Mountain,Burma,171,163,88,107,52,45,48,36,18,5,39.8,-87.44
Kansas,Garden City,Burma,6,17,33,29,51,14,57,26,51,26,39.8,-34.67
Florida,Jacksonville,Sudan,6,6,1,7,36,54,51,44,13,0,39.6,-100
California,Turlock,Syria,0,0,0,0,0,0,14,108,74,0,39.2,-100
Colorado,Aurora,Bhutan,54,66,69,159,70,65,34,24,3,7,39.2,-82.14
Texas,Austin,Bhutan,87,134,74,102,62,56,42,31,5,9,39.2,-77.04
Idaho,Twin Falls,Sudan,0,0,0,9,32,56,56,26,24,4,38.8,-89.69
Idaho,Twin Falls,Bhutan,142,139,94,76,56,62,22,27,26,12,38.6,-68.91
Maine,Lewiston,Somalia,20,17,18,20,19,50,58,47,19,0,38.6,-100
Massachusetts,Springfield,Bhutan,32,32,61,79,45,29,38,44,37,13,38.6,-66.32
South Dakota,Sioux Falls,Dem. Rep. Congo,34,59,3,4,2,45,30,71,45,28,38.6,-27.46
Vermont,Colchester,Somalia,86,27,0,0,5,47,33,70,38,0,38.6,-100
Wisconsin,Oshkosh,Dem. Rep. Congo,0,0,0,0,8,34,64,57,30,9,38.6,-76.68
Colorado,Denver,Syria,0,0,0,0,3,0,5,115,69,0,38.4,-100
Iowa,Des Moines,Eritrea,39,29,19,9,18,26,25,37,86,55,38.4,43.23
Connecticut,New Haven,Dem. Rep. Congo,2,21,15,18,52,14,38,33,54,38,38.2,-0.52
Georgia,Atlanta,Sudan,13,21,8,52,88,29,31,41,1,0,38,-100
Idaho,Twin Falls,Iraq,70,36,19,13,47,79,43,20,1,0,38,-100
Rhode Island,Providence,Somalia,11,0,0,3,17,33,35,48,57,1,38,-97.37
Kansas,Kansas City,Bhutan,81,94,110,111,58,38,41,26,26,10,37.8,-73.54
North Carolina,High Point,Syria,0,0,0,0,0,4,20,144,20,0,37.6,-100
Missouri,Columbia,Dem. Rep. Congo,9,7,0,9,5,24,27,81,49,74,37.2,98.92
Texas,Amarillo,Somalia,32,99,17,34,47,55,48,17,18,0,37,-100
Alaska,Anchorage,Somalia,16,28,30,36,23,53,69,32,7,0,36.8,-100
California,Sacramento,Iran,13,13,14,22,47,25,38,40,33,0,36.6,-100
Massachusetts,Lowell,Somalia,0,8,4,31,19,48,85,13,18,0,36.6,-100
Iowa,Des Moines,Somalia,119,6,2,11,15,15,12,74,66,0,36.4,-100
North Carolina,Durham,Iraq,31,57,53,49,62,37,45,16,22,2,36.4,-94.51
Massachusetts,West Springfield,Ukraine,5,18,2,3,0,27,20,65,69,0,36.2,-100
Nebraska,Omaha,Syria,0,0,0,0,0,0,0,118,63,0,36.2,-100
Ohio,Toledo,Syria,0,0,0,0,0,0,32,109,40,0,36.2,-100
Connecticut,Hartford,Burma,73,135,142,55,43,74,31,17,15,7,36,-80.56
Illinois,Chicago,Iran,11,21,11,13,41,21,33,51,34,0,36,-100
Washington,Tacoma,Ukraine,9,4,18,12,3,3,17,46,111,130,36,261.11
Illinois,Glen Ellyn,Burma,11,17,23,34,56,58,46,18,1,9,35.8,-74.86
Massachusetts,Springfield,Somalia,11,42,36,38,33,42,43,49,12,2,35.8,-94.41
North Carolina,Charlotte,Syria,0,0,0,0,0,0,0,100,78,0,35.6,-100
Ohio,Cleveland,Iraq,6,62,20,45,33,54,41,33,17,0,35.6,-100
Virginia,Charlottesville,Bhutan,73,56,150,104,55,40,38,29,16,9,35.6,-74.72
Maryland,Silver Spring,Burma,8,45,60,69,55,33,48,36,5,0,35.4,-100
Pennsylvania,Scranton,Dem. Rep. Congo,0,0,0,0,2,9,15,100,51,16,35.4,-54.8
Texas,Austin,Somalia,22,21,41,17,57,40,44,27,9,0,35.4,-100
California,Sunland-Tujunga,Iran,372,115,65,14,46,56,29,34,11,1,35.2,-97.16
New Hampshire,Manchester,Bhutan,222,174,238,92,48,27,34,27,40,3,35.2,-91.48
New Mexico,Albuquerque,Afghanistan,0,0,7,6,13,22,36,94,11,15,35.2,-57.39
New Jersey,Elizabeth,Iraq,2,11,27,16,45,46,47,18,19,0,35,-100
Georgia,Decatur,Burma,536,436,245,47,93,25,24,23,9,0,34.8,-100
New Hampshire,Concord,Burma,0,7,17,31,48,15,39,49,23,6,34.8,-82.76
Ohio,Columbus,Eritrea,33,42,34,30,44,40,31,16,43,41,34.8,17.82
North Carolina,Durham,Syria,0,0,0,0,0,0,4,121,48,0,34.6,-100
Pennsylvania,Philadelphia,Ukraine,10,16,23,11,5,11,25,39,93,36,34.6,4.05
Indiana,Indianapolis,Iraq,28,77,13,12,22,90,24,21,15,0,34.4,-100
New York,Albany,Syria,0,0,0,0,0,0,0,99,72,0,34.2,-100
North Carolina,Charlotte,Iraq,44,61,17,4,51,42,25,33,20,0,34.2,-100
Michigan,Lansing,Sudan,0,7,3,1,52,10,54,23,31,0,34,-100
Texas,Amarillo,Dem. Rep. Congo,0,36,0,7,0,17,10,58,83,57,33.6,69.64
New York,Utica,Somalia,0,13,0,9,27,36,38,19,47,1,33.4,-97.01
Florida,Clearwater,Dem. Rep. Congo,0,0,0,0,0,23,10,89,44,57,33.2,71.69
Minnesota,St. Paul,Bhutan,38,145,60,59,43,40,34,38,11,12,33.2,-63.86
Illinois,Wheaton,Bhutan,75,55,66,58,38,29,26,51,21,2,33,-93.94
Idaho,Boise,Bhutan,170,196,107,83,30,52,13,54,15,8,32.8,-75.61
Florida,Clearwater,Iraq,3,0,10,37,71,31,28,16,17,0,32.6,-100
Illinois,Rockford,Syria,0,0,0,0,0,0,26,102,35,0,32.6,-100
Washington,Spokane,Ukraine,17,15,12,8,9,9,34,53,58,57,32.6,74.85
Connecticut,Hartford,Dem. Rep. Congo,0,0,0,0,0,3,22,96,41,31,32.4,-4.32
Iowa,Cedar Rapids,Dem. Rep. Congo,0,0,1,0,6,1,32,61,62,92,32.4,183.95
Tennessee,Knoxville,Dem. Rep. Congo,4,0,0,3,0,9,24,82,47,62,32.4,91.36
Texas,Dallas,Eritrea,51,36,25,19,22,25,32,34,48,26,32.2,-19.25
Washington,Kennewick,Burma,4,4,11,27,31,40,49,30,11,16,32.2,-50.31
Illinois,Chicago,Sudan,1,3,3,16,31,36,46,26,21,4,32,-87.5
Kentucky,Lexington,Bhutan,79,61,73,112,57,49,11,28,15,16,32,-50
Maine,Westbrook,Iraq,5,5,11,25,32,52,54,21,1,0,32,-100
Massachusetts,West Springfield,Somalia,26,54,7,40,83,52,16,2,7,0,32,-100
North Carolina,Greensboro,Sudan,10,3,10,29,51,35,34,25,15,2,32,-93.75
Virginia,Charlottesville,Iraq,43,51,12,11,29,53,40,19,19,0,32,-100
Washington,Spokane,Sudan,2,0,0,27,65,41,18,13,23,3,32,-90.62
North Carolina,Greensboro,Bhutan,69,96,96,144,45,41,21,12,40,12,31.8,-62.26
Washington,Seattle,Ethiopia,14,36,24,36,42,45,21,39,12,10,31.8,-68.55
New York,Buffalo,Eritrea,56,83,52,24,24,40,21,17,56,32,31.6,1.27
Washington,Everett,Ukraine,14,8,4,0,0,9,36,22,91,30,31.6,-5.06
Kansas,Wichita,Eritrea,0,0,0,13,13,32,44,41,27,31,31.4,-1.27
New York,Buffalo,Sudan,17,6,0,11,34,15,33,56,19,2,31.4,-93.63
New York,Utica,Bhutan,17,27,100,60,62,52,18,13,12,5,31.4,-84.08
Georgia,Stone Mountain,Somalia,61,60,67,43,47,45,24,26,14,1,31.2,-96.79
North Carolina,Charlotte,Somalia,29,14,5,8,10,41,32,40,33,0,31.2,-100
Ohio,Lakewood,Bhutan,0,9,13,35,43,46,26,26,15,1,31.2,-96.79
Texas,Amarillo,Iran,80,50,14,21,23,28,29,54,22,0,31.2,-100
Georgia,Decatur,Somalia,139,68,28,67,127,28,0,0,0,0,31,-100
Missouri,Kansas City,Syria,0,0,0,0,0,0,0,107,48,0,31,-100
Missouri,Kansas City,Sudan,18,8,4,6,14,40,22,34,44,1,30.8,-96.75
California,Sacramento,Moldova,58,47,50,34,18,9,46,46,34,24,30.6,-21.57
Florida,Miami,Colombia,0,0,0,0,2,13,40,87,11,1,30.6,-96.73
Michigan,Ann Arbor,Syria,0,0,0,0,5,1,16,62,69,0,30.6,-100
North Carolina,Greensboro,Iraq,54,15,1,14,40,59,42,9,3,0,30.6,-100
North Carolina,High Point,Somalia,25,20,19,0,9,43,24,36,41,1,30.6,-96.73
Arizona,Phoenix,Bhutan,440,241,246,207,84,34,15,19,0,3,30.4,-90.13
Texas,Midland,Burma,8,12,27,60,70,27,6,34,15,6,30.4,-80.26
Colorado,Denver,Ethiopia,34,43,44,27,52,42,16,27,14,10,30.2,-66.89
Kentucky,Louisville,Sudan,18,11,4,47,41,21,40,40,9,0,30.2,-100
North Dakota,Grand Forks,Somalia,0,2,5,15,19,21,52,40,19,0,30.2,-100
Tennessee,Memphis,Syria,0,0,0,0,1,0,13,119,17,0,30,-100
Washington,Richland,Somalia,12,9,32,22,15,39,39,39,18,0,30,-100
Nevada,Las Vegas,Burma,49,7,26,59,69,22,44,6,8,0,29.8,-100
Wisconsin,Sheboygan,Burma,2,11,11,2,0,30,29,73,17,9,29.8,-69.8
Florida,Clearwater,Syria,0,0,0,0,0,0,17,101,30,0,29.6,-100
Florida,Tampa,Sudan,0,4,3,11,30,32,46,32,8,0,29.6,-100
Illinois,Aurora,Iraq,34,15,22,20,53,39,31,16,9,0,29.6,-100
Iowa,Des Moines,Iraq,112,60,26,37,40,36,33,20,19,0,29.6,-100
Michigan,Battle Creek,Syria,0,0,0,0,0,0,0,76,72,0,29.6,-100
Michigan,Grand Rapids,Syria,0,0,0,0,0,0,34,82,32,0,29.6,-100
Tennessee,Memphis,Dem. Rep. Congo,0,1,5,0,0,10,39,57,41,15,29.4,-48.98
Virginia,Charlottesville,Dem. Rep. Congo,0,19,4,2,29,6,53,45,14,23,29.4,-21.77
California,Sacramento,Russia,20,31,10,27,0,4,31,63,48,20,29.2,-31.51
Michigan,Clinton Township,Iraq,0,0,0,13,32,20,12,60,22,0,29.2,-100
Michigan,Grand Rapids,Iraq,45,37,23,29,41,22,39,17,27,0,29.2,-100
North Carolina,Raleigh,Syria,0,1,0,0,0,0,0,91,55,2,29.2,-93.15
Louisiana,Baton Rouge,Iraq,78,44,12,10,38,56,10,23,18,1,29,-96.55
California,Spring Valley,Iraq,167,149,77,93,70,38,11,14,10,0,28.6,-100
Ohio,Cleveland Heights,Ukraine,0,0,9,16,5,4,16,55,63,54,28.6,88.81
Minnesota,Rochester,Iraq,45,47,29,15,36,38,24,30,14,0,28.4,-100
New York,Buffalo,Afghanistan,8,0,0,9,7,23,19,40,53,14,28.4,-50.7
Arizona,Tucson,Bhutan,438,299,245,184,72,34,17,16,2,12,28.2,-57.45
Tennessee,Antioch,Iraq,3,25,9,10,26,61,38,2,13,0,28,-100
Florida,Naples,Cuba,104,65,70,15,71,43,17,3,5,0,27.8,-100
Rhode Island,Providence,Syria,0,0,0,0,0,0,0,93,46,0,27.8,-100
Texas,Houston,Sudan,19,14,4,42,34,11,40,27,27,9,27.8,-67.63
Alabama,Mobile,Iraq,100,78,30,14,53,35,18,23,9,0,27.6,-100
Arizona,Phoenix,Sudan,23,8,8,7,43,25,27,18,25,0,27.6,-100
Connecticut,Bridgeport,Dem. Rep. Congo,0,0,0,6,0,0,53,63,22,31,27.6,12.32
Georgia,Atlanta,Afghanistan,1,22,18,24,3,23,24,44,44,34,27.6,23.19
Virginia,Richmond,Dem. Rep. Congo,0,8,0,3,0,38,29,57,14,66,27.6,139.13
Florida,Miami,Syria,0,0,0,0,0,0,26,74,37,0,27.4,-100
Massachusetts,Springfield,Dem. Rep. Congo,0,26,5,4,22,0,25,65,25,36,27.4,31.39
Virginia,Richmond,Iraq,111,53,19,27,15,42,28,30,22,0,27.4,-100
Washington,Spokane,Somalia,1,2,2,7,21,16,25,43,32,0,27.4,-100
Florida,Tampa,Burma,152,112,125,42,40,31,52,13,0,0,27.2,-100
Kentucky,Bowling Green,Iraq,105,97,40,36,21,57,23,12,23,0,27.2,-100
New Hampshire,Manchester,Iraq,38,85,36,21,36,25,31,33,10,0,27,-100
North Carolina,Asheville,Ukraine,3,8,11,9,1,0,20,54,60,44,27,62.96
California,San Jose,Iraq,79,78,54,39,50,31,31,11,11,0,26.8,-100
Kentucky,Owensboro,Somalia,0,0,0,0,0,1,18,59,56,0,26.8,-100
Washington,Federal Way,Ukraine,13,7,8,6,0,0,13,31,90,12,26.8,-55.22
Nebraska,Omaha,Dem. Rep. Congo,1,0,0,0,0,0,0,90,43,31,26.6,16.54
Ohio,Akron,Afghanistan,0,0,0,0,0,0,0,118,15,14,26.6,-47.37
Ohio,Cleveland,Sudan,0,3,37,28,44,15,40,6,28,0,26.6,-100
Ohio,Cuyahoga Falls,Bhutan,0,0,19,45,24,37,17,40,15,11,26.6,-58.65
Pennsylvania,Erie,Burma,82,73,6,13,52,54,14,12,1,3,26.6,-88.72
Wisconsin,Madison,Bhutan,5,55,104,41,46,30,18,23,16,0,26.6,-100
Illinois,Chicago,Eritrea,41,28,24,11,13,11,16,33,59,42,26.4,59.09
Kansas,Wichita,Burma,0,0,2,9,37,55,25,11,4,7,26.4,-73.48
North Carolina,Greensboro,Eritrea,6,7,23,11,31,27,23,35,16,7,26.4,-73.48
North Dakota,Fargo,Dem. Rep. Congo,24,43,20,27,19,24,18,31,40,28,26.4,6.06
Virginia,Roanoke,Somalia,0,0,3,7,26,23,29,30,24,0,26.4,-100
Washington,Vancouver,Iraq,0,12,1,1,53,24,33,17,5,2,26.4,-92.42
Iowa,Clive,Burma,3,1,0,4,9,28,35,53,6,5,26.2,-80.92
North Carolina,Raleigh,Afghanistan,0,0,0,21,17,26,24,46,18,19,26.2,-27.48
Virginia,Roanoke,Bhutan,76,134,168,130,63,25,10,26,7,6,26.2,-77.1
Idaho,Twin Falls,Eritrea,13,34,48,27,28,17,66,9,10,30,26,15.38
Illinois,Aurora,Dem. Rep. Congo,1,14,0,0,4,3,58,42,23,9,26,-65.38
Illinois,Moline,Burma,69,23,31,33,39,35,36,13,7,10,26,-61.54
Maryland,Silver Spring,Eritrea,13,37,70,72,56,25,25,14,10,12,26,-53.85
North Carolina,Greensboro,Syria,0,0,0,0,0,7,11,88,24,0,26,-100
Ohio,Dayton,Eritrea,0,0,41,33,49,24,27,27,3,8,26,-69.23
South Carolina,Columbia,Iraq,3,28,6,18,45,40,16,15,14,0,26,-100
Texas,Austin,Iran,8,23,9,13,10,36,26,22,36,0,26,-100
Georgia,Atlanta,Ethiopia,0,6,13,13,15,42,16,30,26,10,25.8,-61.24
Iowa,Marshalltown,Burma,0,1,13,25,17,29,37,36,10,8,25.8,-68.99
South Carolina,Columbia,Dem. Rep. Congo,2,0,0,0,0,0,26,91,12,38,25.8,47.29
Michigan,Farmington Hills,Iraq,70,47,24,52,54,33,26,6,9,0,25.6,-100
Michigan,Grand Rapids,Sudan,5,10,7,15,47,14,36,12,19,3,25.6,-88.28
Pennsylvania,Philadelphia,Eritrea,28,12,23,21,40,24,24,15,25,14,25.6,-45.31
Virginia,Newport News,Iraq,4,31,9,17,7,54,18,24,24,0,25.4,-100
Washington,Kennewick,Iraq,2,39,21,17,36,36,16,23,16,1,25.4,-96.06
Michigan,West Bloomfield Township,Iraq,149,25,55,67,60,42,21,1,2,0,25.2,-100
Connecticut,Hartford,Iraq,39,40,16,28,39,34,44,7,1,0,25,-100
Illinois,Carol Stream,Burma,0,0,6,13,13,22,36,37,17,8,25,-68
New York,New York,Russia,0,9,12,24,22,18,29,22,34,33,25,32
Wisconsin,Madison,Iraq,0,6,6,6,11,43,19,29,22,0,24.8,-100
California,Oakland,Iraq,1,8,0,7,49,29,33,12,0,0,24.6,-100
Georgia,Stone Mountain,Syria,0,0,0,0,0,0,2,77,44,0,24.6,-100
Iowa,Des Moines,Syria,0,0,0,0,0,0,0,85,38,0,24.6,-100
Missouri,Columbia,Eritrea,7,5,18,7,20,1,29,56,17,20,24.6,-18.7
Oregon,Portland,Syria,0,0,1,0,0,1,1,91,30,2,24.6,-91.87
Pennsylvania,Pittsburgh,Somalia,4,0,0,0,0,12,24,61,26,0,24.6,-100
Texas,San Antonio,Somalia,3,96,61,38,28,25,21,17,32,0,24.6,-100
Virginia,Harrisonburg,Dem. Rep. Congo,0,0,0,0,1,4,0,92,26,44,24.6,78.86
Georgia,Atlanta,Central African Republic,5,0,18,7,71,1,1,25,23,18,24.2,-25.62
Indiana,Indianapolis,Eritrea,16,22,9,6,14,20,16,24,47,20,24.2,-17.36
Michigan,Grand Rapids,Eritrea,0,17,9,5,9,35,19,28,30,10,24.2,-58.68
North Carolina,Carrboro,Burma,48,19,20,30,30,42,15,27,7,0,24.2,-100
North Carolina,Wilmington,Dem. Rep. Congo,0,0,0,0,0,0,0,96,25,0,24.2,-100
California,La Mesa,Iraq,93,60,28,39,60,31,9,9,11,0,24,-100
Iowa,Waterloo,Burma,0,0,0,6,47,20,26,17,10,25,24,4.17
Michigan,Dearborn Heights,Iraq,10,10,9,21,29,36,30,20,5,0,24,-100
Michigan,Lansing,Afghanistan,0,2,2,0,3,10,16,64,27,8,24,-66.67
New Hampshire,Manchester,Dem. Rep. Congo,7,36,10,0,11,0,19,53,37,55,24,129.17
Oregon,Portland,Iran,7,9,10,26,12,31,21,35,20,1,23.8,-95.8
Colorado,Denver,Sudan,13,15,13,18,51,42,18,6,1,0,23.6,-100
Michigan,Detroit,Iraq,53,22,17,24,24,32,34,5,23,0,23.6,-100
Texas,Fort Worth,Sudan,2,1,14,13,30,12,21,42,13,1,23.6,-95.76
Texas,Houston,Ethiopia,33,40,23,17,34,25,17,27,15,5,23.6,-78.81
Alabama,Mobile,Dem. Rep. Congo,0,7,0,21,0,4,36,57,20,25,23.4,6.84
New York,Syracuse,Afghanistan,3,0,7,4,13,14,4,53,33,5,23.4,-78.63
North Carolina,Chapel Hill,Burma,1,9,20,26,17,36,34,26,4,0,23.4,-100
Virginia,Alexandria,Iraq,47,40,13,29,40,35,28,14,0,0,23.4,-100
Arizona,Phoenix,Ethiopia,6,20,16,5,30,13,16,31,26,18,23.2,-22.41
Tennessee,Chattanooga,Iraq,50,51,30,4,23,17,24,43,9,0,23.2,-100
Washington,Kent,Bhutan,28,76,131,108,68,12,26,4,6,3,23.2,-87.07
Georgia,Clarkston,Iraq,7,12,22,27,37,15,32,21,10,0,23,-100
Oregon,Portland,Russia,29,12,9,16,14,1,14,48,38,24,23,4.35
Vermont,Colchester,Dem. Rep. Congo,0,6,0,0,1,13,31,30,39,48,22.8,110.53
Florida,Doral,Cuba,0,8,9,22,22,41,23,15,12,0,22.6,-100
Georgia,Atlanta,Burundi,0,2,0,9,0,0,71,34,8,5,22.6,-77.88
Maine,Biddeford,Iraq,0,0,0,12,15,49,23,17,9,4,22.6,-82.3
Massachusetts,Worcester,Syria,0,0,0,0,0,0,25,41,47,0,22.6,-100
Minnesota,Faribault,Somalia,0,14,5,13,31,5,11,24,42,0,22.6,-100
New Mexico,Albuquerque,Somalia,8,16,8,30,53,25,10,10,15,0,22.6,-100
New York,Utica,Sudan,23,13,8,14,40,12,10,30,21,0,22.6,-100
Ohio,Cleveland Heights,Dem. Rep. Congo,0,0,0,0,0,5,8,60,40,23,22.6,1.77
California,San Jose,Iran,155,54,41,30,30,18,25,26,13,0,22.4,-100
Missouri,Columbia,Burma,97,64,57,38,41,31,25,15,0,9,22.4,-59.82
Kentucky,Lexington,Syria,0,0,0,0,0,0,6,56,49,0,22.2,-100
Pennsylvania,Allentown,Burma,44,60,44,8,31,39,29,12,0,1,22.2,-95.5
Pennsylvania,Lancaster,Iraq,48,40,10,22,42,28,22,12,7,0,22.2,-100
South Dakota,Sioux Falls,Burma,108,21,57,18,24,3,15,4,65,24,22.2,8.11
Utah,Salt Lake City,Burundi,15,11,0,5,15,7,34,42,13,9,22.2,-59.46
Tennessee,Smyrna,Iraq,0,2,15,27,22,21,36,16,15,4,22,-81.82
Utah,Salt Lake City,Eritrea,44,44,38,38,11,19,22,40,18,20,22,-9.09
