state,year,statetotal,origin,stateorigin,city,people,annualtotal
Colorado,2016,1647,Vietnam,0,Aurora,0,84994
Colorado,2017,1144,Vietnam,0,Aurora,0,53716
Colorado,2018,486,Vietnam,0,Aurora,0,22491
Colorado,2009,1735,Vietnam,27,Broomfield,4,74654
Colorado,2010,1969,Vietnam,14,Broomfield,3,73309
Colorado,2011,1557,Vietnam,0,Broomfield,0,56424
Colorado,2012,1458,Vietnam,0,Broomfield,0,58238
Colorado,2013,1789,Vietnam,0,Broomfield,0,69926
Colorado,2014,1813,Vietnam,0,Broomfield,0,69987
Colorado,2015,1730,Vietnam,0,Broomfield,0,69933
Colorado,2016,1647,Vietnam,0,Broomfield,0,84994
Colorado,2017,1144,Vietnam,0,Broomfield,0,53716
Colorado,2018,486,Vietnam,0,Broomfield,0,22491
Colorado,2009,1735,Vietnam,27,Denver,18,74654
Colorado,2010,1969,Vietnam,14,Denver,11,73309
Colorado,2011,1557,Vietnam,0,Denver,0,56424
Colorado,2012,1458,Vietnam,0,Denver,0,58238
Colorado,2013,1789,Vietnam,0,Denver,0,69926
Colorado,2014,1813,Vietnam,0,Denver,0,69987
Colorado,2015,1730,Vietnam,0,Denver,0,69933
Colorado,2016,1647,Vietnam,0,Denver,0,84994
Colorado,2017,1144,Vietnam,0,Denver,0,53716
Colorado,2018,486,Vietnam,0,Denver,0,22491
Colorado,2009,1735,Vietnam,27,Westminster,1,74654
Colorado,2010,1969,Vietnam,14,Westminster,0,73309
Colorado,2011,1557,Vietnam,0,Westminster,0,56424
Colorado,2012,1458,Vietnam,0,Westminster,0,58238
Colorado,2013,1789,Vietnam,0,Westminster,0,69926
Colorado,2014,1813,Vietnam,0,Westminster,0,69987
Colorado,2015,1730,Vietnam,0,Westminster,0,69933
Colorado,2016,1647,Vietnam,0,Westminster,0,84994
Colorado,2017,1144,Vietnam,0,Westminster,0,53716
Colorado,2018,486,Vietnam,0,Westminster,0,22491
Colorado,2009,1735,Yemen,0,Lakewood,0,74654
Colorado,2010,1969,Yemen,0,Lakewood,0,73309
Colorado,2011,1557,Yemen,0,Lakewood,0,56424
Colorado,2012,1458,Yemen,0,Lakewood,0,58238
Colorado,2013,1789,Yemen,0,Lakewood,0,69926
Colorado,2014,1813,Yemen,0,Lakewood,0,69987
Colorado,2015,1730,Yemen,0,Lakewood,0,69933
Colorado,2016,1647,Yemen,0,Lakewood,0,84994
Colorado,2017,1144,Yemen,1,Lakewood,1,53716
Colorado,2018,486,Yemen,0,Lakewood,0,22491
Colorado,2009,1735,Zimbabwe,0,Denver,0,74654
Colorado,2010,1969,Zimbabwe,5,Denver,5,73309
Colorado,2011,1557,Zimbabwe,0,Denver,0,56424
Colorado,2012,1458,Zimbabwe,0,Denver,0,58238
Colorado,2013,1789,Zimbabwe,0,Denver,0,69926
Colorado,2014,1813,Zimbabwe,0,Denver,0,69987
Colorado,2015,1730,Zimbabwe,1,Denver,1,69933
Colorado,2016,1647,Zimbabwe,0,Denver,0,84994
Colorado,2017,1144,Zimbabwe,0,Denver,0,53716
Colorado,2018,486,Zimbabwe,1,Denver,1,22491
